ID,Datetime,Year,Month,Day,Hour,Text,Similar,Sentiment,Score,Latitude,Longitude,Fire
15,01/06/2017,2017,6,1,13,novo incendio em portalegre gaviao belver httpstcoe76w9heoog fogospt,0,negative,0.725330293,39.44956775,-7.9130526,TRUE
16,01/06/2017,2017,6,1,13,novo incendio em lisboa sintra casal de cambra httpstcoyf4q2ewp0r fogospt,0,negative,0.827607632,38.8005207,-9.2307698,TRUE
17,01/06/2017,2017,6,1,13,novo incendio em portalegre monforte vaiamonte httpstcosrhdym2xlf fogospt,0,negative,0.735128939,39.0531482,-7.4389355,TRUE
18,01/06/2017,2017,6,1,12,novo incendio em beja odemira sao teotonio httpstcoalt9nmxwxl fogospt,0,negative,0.887421548,37.5976,-8.6422,TRUE
19,01/06/2017,2017,6,1,12,incendio em camiao corta transito perto de ferreira do alentejo httpstco4jk2ppfler httpstconkggymdu8q,0,negative,0.73557198,38.0585086,-8.1138197,TRUE
20,01/06/2017,2017,6,1,12,novo incendio em castelo branco vila velha de rodao sarnadas de rodao httpstco9ll3qjvsau fogospt,0,negative,0.768901527,39.7564386,-7.623891342,TRUE
21,01/06/2017,2017,6,1,11,incendio em camiao corta transito em ferreira do alentejo httpstcogiqyprfsjz,0,negative,0.801100731,38.0585086,-8.1138197,TRUE
22,01/06/2017,2017,6,1,11,novo incendio em leiria ansiao santiago da guarda httpstcohbzkbuiarp fogospt,0,negative,0.773629963,39.7437902,-8.8071119,TRUE
23,01/06/2017,2017,6,1,11,novo incendio em lisboa loures santa iria de azoia sao joao da talha bobadela httpstcorenkyukckw fogospt,0,negative,0.89498359,38.80670295,-9.094753249,TRUE
24,01/06/2017,2017,6,1,7,novo incendio em setubal almada charneca de caparica sobreda httpstco6p9u2boynb fogospt,0,negative,0.801188111,38.6285507,-9.1974387,TRUE
25,01/06/2017,2017,6,1,0,novo incendio em leiria alcobaca pataias martinganca httpstcotlxcaw8b5x fogospt,0,negative,0.773247719,39.69919745,-8.964786222,TRUE
26,03/06/2017,2017,6,3,23,novo incendio em lisboa alenquer carregado cadafais httpstcou33mjhoq1p fogospt,0,negative,0.748495877,39.0230782,-8.9768885,TRUE
27,03/06/2017,2017,6,3,23,novo incendio em setubal almada charneca de caparica sobreda httpstcowpjdu6rgle fogospt,0,negative,0.78612721,38.6285507,-9.1974387,TRUE
28,03/06/2017,2017,6,3,22,novo incendio em porto gondomar foz do sousa covelo httpstcosi3xsomafq fogospt,2,negative,0.802931309,41.0994524,-8.4999065,TRUE
29,03/06/2017,2017,6,3,22,novo incendio em beja aljustrel messejana httpstcozm0mux2wqn fogospt,0,negative,0.684638083,37.89032505,-8.196352126,TRUE
30,03/06/2017,2017,6,3,21,novo incendio em aveiro vagos sosa httpstcomzviirrayk fogospt,0,negative,0.730593383,40.5442612,-8.658884,TRUE
31,03/06/2017,2017,6,3,21,novo incendio em porto gondomar gondomar sao cosme valbom jovim httpstcoqfqodjkzfy fogospt,0,negative,0.780519485,41.11258985,-8.52239741,TRUE
32,03/06/2017,2017,6,3,20,novo incendio em setubal barreiro barreiro lavradio httpstcotthdjzzuz7 fogospt,0,negative,0.751171529,38.6671253,-9.0542164,TRUE
33,03/06/2017,2017,6,3,20,novo incendio em coimbra figueira da foz buarcos httpstcokxmubhunp8 fogospt,0,negative,0.773911595,40.1649599,-8.8751034,TRUE
34,03/06/2017,2017,6,3,19,novo incendio em porto lousada lustosa barrosas santo estevao httpstco20cgmrmmxa fogospt,0,negative,0.8195557,41.1494512,-8.6107884,TRUE
35,03/06/2017,2017,6,3,18,novo incendio em santarem vila nova da barquinha vila nova da barquinha httpstcoe8rown2xzd fogospt,0,negative,0.750746191,39.4582764,-8.4309231,TRUE
36,03/06/2017,2017,6,3,18,novo incendio em porto vila nova de gaia serzedo perosinho httpstcoudbusqk3d2 fogospt,0,negative,0.809836507,41.05879005,-8.590010657,TRUE
37,03/06/2017,2017,6,3,18,novo incendio em santarem coruche couco httpstcoyyphoy5irv fogospt,0,negative,0.78970778,39.2363637,-8.6867081,TRUE
38,03/06/2017,2017,6,3,18,novo incendio em santarem tomar sao pedro de tomar httpstcohgj9q7otrm fogospt,0,negative,0.733485699,39.5800661,-8.3844991,TRUE
39,03/06/2017,2017,6,3,18,novo incendio em leiria caldas da rainha caldas da rainha santo onofre serra do bouro httpstcoozk6kpabaq fogospt,0,negative,0.711538911,39.45624495,-9.180932898,TRUE
40,03/06/2017,2017,6,3,17,novo incendio em lisboa odivelas povoa de santo adriao olival basto httpstcodinhw49tzc fogospt,0,negative,0.776353121,38.7905853,-9.1656584,TRUE
41,03/06/2017,2017,6,3,16,novo incendio em guarda sabugal aldeia da ribeira vilar maior badamalos httpstcoifaftl2yw4 fogospt,0,negative,0.762936234,40.4851695,-6.9785583,TRUE
42,03/06/2017,2017,6,3,16,novo incendio em aveiro aveiro eixo eirol httpstcoju43nlk8qt fogospt,0,negative,0.780905783,40.6106763,-8.5362531,TRUE
43,03/06/2017,2017,6,3,16,novo incendio em viseu tondela sao miguel do outeiro sabugosa httpstcocv9lgpwz1v fogospt,0,negative,0.842933238,40.5882178,-8.027917,TRUE
44,03/06/2017,2017,6,3,16,novo incendio em coimbra mira carapelhos httpstco5fyyptbbvg fogospt,0,negative,0.761055529,40.4284618,-8.7372138,TRUE
45,03/06/2017,2017,6,3,16,novo incendio em aveiro sao joao da madeira sao joao da madeira httpstcon0a6o7skk4 fogospt,0,negative,0.695548415,40.897404,-8.490683817,TRUE
46,03/06/2017,2017,6,3,15,novo incendio em porto paredes rebordosa httpstcog8x1adrihd fogospt,0,negative,0.785283625,41.2202567,-8.4112601,TRUE
47,03/06/2017,2017,6,3,15,novo incendio em lisboa vila franca de xira alhandra sao joao dos montes calhandriz httpstcopxs1rawutl fogospt,0,negative,0.773983002,38.9250199,-9.0665105,TRUE
48,03/06/2017,2017,6,3,15,novo incendio em aveiro aveiro requeixo nossa senhora de fatima nariz httpstco9nfdcxxjbv fogospt,0,negative,0.804321229,40.640496,-8.6537841,TRUE
49,03/06/2017,2017,6,3,15,novo incendio em evora estremoz sao lourenco de mamporcao sao bento de ana loura httpstcompavatzslu fogospt,0,negative,0.776390195,38.8931656,-7.5493683,TRUE
50,03/06/2017,2017,6,3,14,novo incendio em leiria porto de mos arrimal mendiga httpstcomrkqhynocy fogospt,0,negative,0.829808891,39.49599935,-8.847903068,TRUE
51,03/06/2017,2017,6,3,14,novo incendio em leiria ansiao santiago da guarda httpstcoow3ruihbxa fogospt,0,negative,0.795681,39.7437902,-8.8071119,TRUE
52,03/06/2017,2017,6,3,14,novo incendio em porto santo tirso lamelas guimarei httpstcoy5kwxssnqv fogospt,0,negative,0.762996376,41.2999527,-8.4792107,TRUE
53,03/06/2017,2017,6,3,14,novo incendio em lisboa azambuja azambuja httpstcooiy4r0ts9n fogospt,0,negative,0.789679289,39.0689884,-8.8684921,TRUE
54,03/06/2017,2017,6,3,14,novo incendio em faro loule almancil httpstcosfwlp9iix6 fogospt,0,negative,0.780266523,37.21441225,-8.086534228,TRUE
55,03/06/2017,2017,6,3,14,novo incendio em setubal montijo pegoes httpstcojolmyt5vrp fogospt,0,negative,0.794788778,38.5241783,-8.8932341,TRUE
56,03/06/2017,2017,6,3,14,novo incendio em lisboa loures bucelas httpstcodn0rnedihx fogospt,0,negative,0.80995363,38.8308741,-9.1684512,TRUE
57,03/06/2017,2017,6,3,14,novo incendio em porto paredes baltar httpstcog7c1pidn83 fogospt,0,negative,0.755503654,41.1927312,-8.388552,TRUE
58,03/06/2017,2017,6,3,14,novo incendio em leiria bombarral carvalhal httpstcoq5idrx8u6n fogospt,0,negative,0.742009103,39.2668047,-9.1581431,TRUE
59,03/06/2017,2017,6,3,13,novo incendio em braga vieira do minho canicada soengas httpstcoyu8oh8qgzt fogospt,0,negative,0.683382332,41.64660155,-8.188786846,TRUE
60,03/06/2017,2017,6,3,13,novo incendio em santarem cartaxo vila cha de ourique httpstco6ckkpo3rpe fogospt,0,negative,0.770107746,39.1768814,-8.7647918,TRUE
61,03/06/2017,2017,6,3,12,novo incendio em faro albufeira guia httpstcop0wqy4pkrr fogospt,0,negative,0.729763448,37.14453245,-8.214562106,TRUE
62,03/06/2017,2017,6,3,12,novo incendio em beja moura povoa de sao miguel httpstcovgyitfatfn fogospt,0,negative,0.750378132,38.2219886,-7.3324283,TRUE
63,03/06/2017,2017,6,3,12,novo incendio em lisboa alenquer alenquer santo estevao triana httpstcolbdqnmwy0q fogospt,0,negative,0.764796853,39.056633,-9.0076057,TRUE
64,03/06/2017,2017,6,3,12,novo incendio em coimbra coimbra sao silvestre httpstcorabtpgainr fogospt,0,negative,0.774283826,41.2988999,-7.7487475,TRUE
65,03/06/2017,2017,6,3,12,novo incendio em porto vila nova de gaia sao felix da marinha httpstcodncubanutr fogospt,0,negative,0.780449748,41.1494512,-8.6107884,TRUE
66,03/06/2017,2017,6,3,12,novo incendio em setubal palmela pinhal novo httpstcolt1kfw19wp fogospt,0,negative,0.786129355,38.569601,-8.9011653,TRUE
67,03/06/2017,2017,6,3,12,novo incendio em lisboa azambuja vale do paraiso httpstcob65j2oa9c3 fogospt,0,negative,0.754401684,39.115459,-8.8842059,TRUE
68,03/06/2017,2017,6,3,12,novo incendio em porto marco de canaveses tabuado httpstcov2siswxcli fogospt,0,negative,0.747917116,41.2815874,-8.3875928,TRUE
69,03/06/2017,2017,6,3,12,novo incendio em viana do castelo ponte de lima associacao de freguesias do vale do neiva httpstcov5onknbgsb fogospt,0,negative,0.796309769,41.6435534,-8.558466373,TRUE
70,03/06/2017,2017,6,3,7,novo incendio em leiria peniche atouguia da baleia httpstco9bxun7cdmg fogospt,0,negative,0.805034697,39.32497275,-9.32266371,TRUE
71,03/06/2017,2017,6,3,7,novo incendio em porto vila nova de gaia arcozelo httpstco3lr78llv9j fogospt,0,negative,0.752346456,41.1494512,-8.6107884,TRUE
72,03/06/2017,2017,6,3,5,novo incendio em santarem rio maior outeiro da corticada arruda dos pisoes httpstcolibhh6nej9 fogospt,0,negative,0.800656676,39.3401776,-8.827588211,TRUE
73,03/06/2017,2017,6,3,5,novo incendio em lisboa cascais carcavelos parede httpstcogcyvzmug21 fogospt,0,negative,0.794947982,38.6932444,-9.355054026,TRUE
74,03/06/2017,2017,6,3,3,novo incendio em vila real sabrosa sao martinho de antas paradela de guiaes httpstcopd2xvuxukr fogospt,0,negative,0.868552506,41.22580565,-7.6382271,TRUE
75,03/06/2017,2017,6,3,2,novo incendio em porto amarante amarante sao goncalo madalena cepelos gatao httpstcocopaq0wdew fogospt,0,negative,0.809400618,41.2699316,-8.0804563,TRUE
76,03/06/2017,2017,6,3,2,novo incendio em santarem benavente samora correia httpstcoaaevratsio fogospt,0,negative,0.771634698,38.9348747,-8.8689911,TRUE
77,03/06/2017,2017,6,3,1,novo incendio em leiria caldas da rainha alvorninha httpstcohkksbazhed fogospt,0,negative,0.734111845,39.39154655,-9.032793347,TRUE
78,03/06/2017,2017,6,3,0,novo incendio em lisboa sintra queluz belas httpstcoaqmg3ill3k fogospt,0,negative,0.773686171,38.7759197,-9.2639449,TRUE
79,05/06/2017,2017,6,5,23,incendio em loja de sao mamede infesta causou um ferido httpstcojp5bcx2bjv httpstcoelexvchiis,0,negative,0.872738123,41.1910821,-8.6116261,TRUE
80,05/06/2017,2017,6,5,22,novo incendio em aveiro santa maria da feira sao joao de ver httpstcoev7s3ungxd fogospt,0,negative,0.72771883,40.954172,-8.5534047,TRUE
81,05/06/2017,2017,6,5,21,incendio em loja de sao mamede infesta httpstcofg5sz67cps httpstcohfpy4n4gko,0,negative,0.789187849,41.1910821,-8.6116261,TRUE
82,05/06/2017,2017,6,5,20,novo incendio em santarem rio maior sao joao da ribeira ribeira de sao joao httpstcognshbqzn42 fogospt,0,negative,0.711562812,39.2938721,-8.85652335,TRUE
83,05/06/2017,2017,6,5,20,novo incendio em evora estremoz estremoz santa maria santo andre httpstcob65v4emqkz fogospt,0,negative,0.706256926,38.8445197,-7.5876885,TRUE
84,05/06/2017,2017,6,5,20,novo incendio em evora alandroal ns conceicao bras matos juromenha httpstcogbthpctvet fogospt,0,negative,0.779806733,38.7020061,-7.4038313,TRUE
85,05/06/2017,2017,6,5,19,novo incendio em leiria alcobaca pataias martinganca httpstcozxs3au4nky fogospt,3,negative,0.779636204,39.69919745,-8.964786222,TRUE
86,05/06/2017,2017,6,5,19,novo incendio em portalegre elvas assuncao ajuda salvador santo ildefonso httpstcoylarigjgxz fogospt,0,negative,0.729296684,38.8760308,-7.1737348,TRUE
87,05/06/2017,2017,6,5,18,novo incendio em evora reguengos de monsaraz reguengos de monsaraz httpstcobejhhw7kcw fogospt,0,negative,0.764238,38.4327702,-7.5551733,TRUE
88,05/06/2017,2017,6,5,18,novo incendio em setubal palmela quinta do anjo httpstcorab4wdwku4 fogospt,0,negative,0.805243731,38.569601,-8.9011653,TRUE
89,05/06/2017,2017,6,5,18,novo incendio em beja beja beja salvador santa maria da feira httpstco9jeplo6nmv fogospt,0,negative,0.655017972,38.0439558,-7.85439235,TRUE
90,05/06/2017,2017,6,5,17,novo incendio em porto pacos de ferreira seroa httpstcobl3uppdsrq fogospt,0,negative,0.796907246,41.290118,-8.378194009,TRUE
91,05/06/2017,2017,6,5,17,novo incendio em lisboa lourinha lourinha atalaia httpstcopsnjxf0ony fogospt,0,negative,0.844043374,38.915801,-9.2425256,TRUE
92,05/06/2017,2017,6,5,17,novo incendio em aveiro vagos sosa httpstcooljdranxgk fogospt,0,negative,0.763760924,40.5538919,-8.680915,TRUE
93,05/06/2017,2017,6,5,16,novo incendio em guarda pinhel pinzio httpstco29alpxccii fogospt,0,negative,0.748392522,40.7794281,-7.10319856,TRUE
94,05/06/2017,2017,6,5,16,novo incendio em lisboa oeiras barcarena httpstco0oktlsl363 fogospt,0,negative,0.736532032,38.7124971,-9.271300382,TRUE
95,05/06/2017,2017,6,5,16,novo incendio em castelo branco fundao capinha httpstcodciiiprelq fogospt,0,negative,0.815708876,40.2008959,-7.3756137,TRUE
96,05/06/2017,2017,6,5,16,novo incendio em leiria pombal santiago s simao de litem albergaria dos doze httpstcodaz1efugls fogospt,0,negative,0.802971363,39.8446856,-8.601581,TRUE
97,05/06/2017,2017,6,5,15,novo incendio em aveiro agueda belazaima do chao castanheira do vouga agadao httpstco1ojryntbrv fogospt,0,negative,0.766780496,40.5446827,-8.3216321,TRUE
98,05/06/2017,2017,6,5,14,novo incendio em vila real valpacos agua reves crasto httpstcof2ixhskywi fogospt,0,negative,0.748691916,41.5570198,-7.3491605,TRUE
99,05/06/2017,2017,6,5,14,novo incendio em santarem tomar sao pedro de tomar httpstcooafw4tjx5h fogospt,0,negative,0.739367664,39.55648635,-8.345318441,TRUE
100,05/06/2017,2017,6,5,14,novo incendio em viana do castelo viana do castelo geraz do lima smaria sleocadia moreira deao httpstcodcqfjro9v7 fogospt,0,negative,0.706840456,41.7030034,-8.6674105,TRUE
101,05/06/2017,2017,6,5,14,novo incendio em beja mertola corte do pinto httpstcohtqmvtjwof fogospt,0,negative,0.79671371,37.7167014,-7.476313884,TRUE
102,05/06/2017,2017,6,5,14,novo incendio em vila real chaves anelhe httpstcohipp90nbtk fogospt,0,negative,0.731315732,41.7101187,-7.5447025,TRUE
103,05/06/2017,2017,6,5,14,novo incendio em lisboa sintra agualva mirasintra httpstcoctbxcxlgsj fogospt,0,negative,0.81369853,38.7712545,-9.291961379,TRUE
104,05/06/2017,2017,6,5,14,novo incendio em evora arraiolos arraiolos httpstcor7cxqh8cmg fogospt,0,negative,0.756398261,38.7607815,-8.011069497,TRUE
105,05/06/2017,2017,6,5,13,novo incendio em porto matosinhos perafita lavra santa cruz do bispo httpstcoqyrjsfyj1n fogospt,0,negative,0.793514252,41.21704075,-8.675064595,TRUE
106,05/06/2017,2017,6,5,13,novo incendio em leiria pombal pombal httpstcoz9vxfa9fss fogospt,0,negative,0.666108906,39.7437902,-8.8071119,TRUE
107,05/06/2017,2017,6,5,13,novo incendio em santarem macao cardigos httpstcoepffnswnqy fogospt,0,negative,0.762066782,39.554608,-7.9957035,TRUE
108,05/06/2017,2017,6,5,13,novo incendio em guarda sabugal aldeia da ribeira vilar maior badamalos httpstcomf0xjh7uuj fogospt,0,negative,0.739540398,40.4851695,-6.9785583,TRUE
109,05/06/2017,2017,6,5,12,novo incendio em coimbra miranda do corvo semide rio vide httpstcoanp01r01c2 fogospt,0,negative,0.788347006,40.14506965,-8.32792348,TRUE
110,05/06/2017,2017,6,5,11,novo incendio em vila real ribeira de pena cerva limoes httpstcokm6rcmi2ax fogospt,0,negative,0.779908836,41.4520698,-7.8285559,TRUE
111,05/06/2017,2017,6,5,11,novo incendio em braga fafe quinchaes httpstcoakhxua3qpg fogospt,0,negative,0.729976058,41.451406,-8.1708502,TRUE
112,05/06/2017,2017,6,5,11,novo incendio em viana do castelo vila nova de cerveira loivo httpstcogsy93khwvt fogospt,0,negative,0.772404194,42.0764373,-8.4535912,TRUE
113,05/06/2017,2017,6,5,11,novo incendio em leiria pombal almagreira httpstcolmwltndhce fogospt,0,negative,0.782852173,39.7437902,-8.8071119,TRUE
114,05/06/2017,2017,6,5,10,dois idosos feridos em incendio no centro de viana do castelo httpstcovrxdpqcje9 httpstcoj53ra3weo3,2,negative,0.823303223,41.8803257,-8.523255294,TRUE
115,05/06/2017,2017,6,5,9,novo incendio em braga braga arentim cunha httpstcovodqmx6ojd fogospt,0,negative,0.758092105,41.4981278,-8.514472953,TRUE
116,05/06/2017,2017,6,5,8,incendio com duas frentes ativas lavrou este fim de semana alentejo litoral httpstcojklyzc7l32,0,negative,0.882411957,37.96340745,-8.588958762,TRUE
117,05/06/2017,2017,6,5,7,novo incendio em porto santo tirso areias sequeiro lama palmeira httpstcoob4abdkxue fogospt,0,negative,0.77985847,41.3618035,-8.46457174,TRUE
118,05/06/2017,2017,6,5,3,novo incendio em santarem entroncamento nossa senhora de fatima httpstcoxjcsgdcazy fogospt,0,negative,0.829007983,39.4652196,-8.4682137,TRUE
119,07/06/2017,2017,6,7,23,novo incendio em beja moura santo agostinho sao joao baptista santo amador httpstcobpavuypyfc fogospt,0,negative,0.745984495,38.09063055,-7.420612276,TRUE
120,07/06/2017,2017,6,7,23,novo incendio em aveiro oliveira do bairro bustos troviscal mamarrosa httpstcoxadj6s9r21 fogospt,0,negative,0.78706044,40.50472645,-8.559422985,TRUE
121,07/06/2017,2017,6,7,22,novo incendio em porto valongo campo sobrado httpstco1hu3zfgywh fogospt,0,negative,0.793312311,41.2115102,-8.4652622,TRUE
122,07/06/2017,2017,6,7,21,novo incendio em lisboa sintra queluz belas httpstcoptnncrdflh fogospt,1,negative,0.781437576,38.7759197,-9.2639449,TRUE
123,07/06/2017,2017,6,7,21,novo incendio em beja beja trigaches sao brissos httpstcobesw9p4tsb fogospt,1,negative,0.758967817,38.0722349,-7.946096302,TRUE
124,07/06/2017,2017,6,7,21,novo incendio em porto valongo alfena httpstcogjuodcywex fogospt,0,negative,0.750579,41.1494512,-8.6107884,TRUE
125,07/06/2017,2017,6,7,21,novo incendio em aveiro oliveira de azemeis cesar httpstco2t9l8ljka6 fogospt,1,negative,0.743059814,40.9536513,-8.4352483,TRUE
126,07/06/2017,2017,6,7,20,novo incendio em porto vila nova de gaia avintes httpstcowvdolwtamk fogospt,0,negative,0.774081826,41.1494512,-8.6107884,TRUE
127,07/06/2017,2017,6,7,20,incendio ameaca casas central eletrica em sao domingos de rana httpstcoyxcbffcaqj httpstcoobhqvqa0po,0,negative,0.72071892,38.7015666,-9.3417434,TRUE
128,07/06/2017,2017,6,7,20,novo incendio em portalegre nisa sao matias httpstcovy2ugcjk93 fogospt,0,negative,0.73375237,39.5376659,-7.7212452,TRUE
129,07/06/2017,2017,6,7,20,novo incendio em castelo branco vila velha de rodao vila velha de rodao httpstconnkpeozawy fogospt,0,negative,0.745975375,39.68218585,-7.669402904,TRUE
130,07/06/2017,2017,6,7,20,novo incendio em braga vila verde parada de gatim httpstcone8f0bsxyi fogospt,0,negative,0.829430282,41.6235501,-8.5239676,TRUE
131,07/06/2017,2017,6,7,20,novo incendio em beja castro verde castro verde casevel httpstco9xagu7ukhb fogospt,0,negative,0.651789069,37.7577295,-8.182029,TRUE
132,07/06/2017,2017,6,7,19,bombeiros combatem incendio em sao domingos de rana httpstcojoiqmjjb46 httpstco0w9kbb4vmh,0,neutral,0.501173675,38.7015666,-9.3417434,TRUE
133,07/06/2017,2017,6,7,19,alguem me explica esta noticia bombeiros combatem incendio em sao domingos de rana httpstcoxicxitho53,0,neutral,0.547742784,38.7015666,-9.3417434,TRUE
134,07/06/2017,2017,6,7,19,novo incendio em setubal barreiro alto do seixalinho santo andre verderena httpstcoy2sgxyui1w fogospt,0,negative,0.793322325,38.6437637,-9.0550176,TRUE
135,07/06/2017,2017,6,7,18,novo incendio em lisboa sintra agualva mirasintra httpstcoqbybarryl9 fogospt,0,negative,0.807091117,38.7712545,-9.291961379,TRUE
136,07/06/2017,2017,6,7,18,novo incendio em porto penafiel duas igrejas httpstco49iukao4tk fogospt,0,negative,0.748700917,41.2039194,-8.292240965,TRUE
137,07/06/2017,2017,6,7,18,novo incendio em faro vila do bispo sagres httpstcolpwhltclni fogospt,0,negative,0.773566902,37.0162727,-7.9351771,TRUE
138,07/06/2017,2017,6,7,18,novo incendio em santarem chamusca ulme httpstcokoieki7z4a fogospt,0,negative,0.793736696,39.3560025,-8.4802892,TRUE
139,07/06/2017,2017,6,7,18,novo incendio em lisboa cascais carcavelos parede httpstcom5qokfj6oj fogospt,1,negative,0.808871269,38.6932444,-9.355054026,TRUE
140,07/06/2017,2017,6,7,18,um incendio que deflagrou esta quartafeira tarde junto ao monte das fontainhas na uniao de freguesias de httpstcomzqpznu2gx,0,negative,0.87486726,39.2318564,-7.9281149,TRUE
141,07/06/2017,2017,6,7,18,novo incendio em porto trofa covelas httpstcohjhg947r1i fogospt,0,negative,0.764221549,41.3363471,-8.5585061,TRUE
142,07/06/2017,2017,6,7,17,novo incendio em setubal montijo pegoes httpstcoo0bz5tjrgl fogospt,0,negative,0.758188128,38.5241783,-8.8932341,TRUE
143,07/06/2017,2017,6,7,17,novo incendio em faro olhao moncarapacho fuseta httpstcoxtrf6fskha fogospt,0,negative,0.716608882,37.0551731,-7.7461861,TRUE
144,07/06/2017,2017,6,7,17,novo incendio em aveiro anadia moita httpstcotxs59xvcxu fogospt,0,negative,0.754057705,40.4426833,-8.4359581,TRUE
145,07/06/2017,2017,6,7,17,novo incendio em coimbra figueira da foz buarcos httpstcobg8pvrr3xl fogospt,0,negative,0.796241939,40.1649599,-8.8751034,TRUE
146,07/06/2017,2017,6,7,17,novo incendio em evora arraiolos sao gregorio santa justa httpstcok9a0iva39n fogospt,0,negative,0.752157152,38.7618783,-7.840865061,TRUE
147,07/06/2017,2017,6,7,17,novo incendio em viseu moimenta da beira peva segoes httpstco4zniyxhtd8 fogospt,0,negative,0.763006687,40.8725994,-7.6913165,TRUE
148,07/06/2017,2017,6,7,17,novo incendio em porto felgueiras idaes httpstcoce6dpdhk0t fogospt,0,negative,0.790442586,41.3647716,-8.1989321,TRUE
149,07/06/2017,2017,6,7,17,novo incendio em coimbra arganil vila cova de alva anseriz httpstco0phyeajzmc fogospt,0,negative,0.718627751,40.2202451,-7.980700223,TRUE
150,07/06/2017,2017,6,7,16,novo incendio em evora evora malagueira horta das figueiras httpstcouyq5lgm5ik fogospt,1,negative,0.720137239,38.5623884,-7.9118644,TRUE
151,07/06/2017,2017,6,7,16,novo incendio em beja serpa pias httpstcoxsujbmyvzw fogospt,1,negative,0.728859842,38.0209121,-7.4746506,TRUE
152,07/06/2017,2017,6,7,16,novo incendio em setubal setubal azeitao sao lourenco sao simao httpstcohewdni59w0 fogospt,0,negative,0.730204821,38.5199592,-9.0112189,TRUE
153,07/06/2017,2017,6,7,16,novo incendio em porto paredes cete httpstcolcbfoebylz fogospt,0,negative,0.810131431,41.2123637,-8.347580212,TRUE
154,07/06/2017,2017,6,7,16,novo incendio em braga braga lomar arcos httpstcourirh8dwif fogospt,0,negative,0.677199125,41.51954945,-8.422486588,TRUE
155,07/06/2017,2017,6,7,16,novo incendio em viseu cinfaes espadanedo httpstcoum5icmmna6 fogospt,0,negative,0.743445158,40.6574713,-7.9138664,TRUE
156,07/06/2017,2017,6,7,16,novo incendio em viseu castro daire gosende httpstcoxczo5uyh3u fogospt,1,negative,0.771839738,40.9014091,-7.9311761,TRUE
157,07/06/2017,2017,6,7,16,novo incendio em guarda celorico da beira forno telheiro httpstcoyprm4ijlgk fogospt,0,negative,0.768666267,40.6742383,-7.3983252,TRUE
158,07/06/2017,2017,6,7,16,novo incendio em guarda celorico da beira baracal httpstcoivagfss4mj fogospt,0,negative,0.798474193,40.6768548,-7.323062429,TRUE
159,07/06/2017,2017,6,7,15,novo incendio em lisboa lourinha reguengo grande httpstcoccaupsn6hy fogospt,0,negative,0.819834828,39.2837447,-9.2101967,TRUE
