,Datetime,Year,Month,Day,Hour,Text,Similar,Sentiment,Score,Latitude,Longitude,Fire
12,2017-06-01,2017,6,1,16,novo incendio em lisboa cascais sao domingos de rana httpstcosqsyu4dhwl fogospt,0,negative,0.8229528069496155,38.72240025,-9.396909171649876,True
13,2017-06-01,2017,6,1,15,novo incendio em braga cabeceiras de basto cavez httpstco5y16xijhuv fogospt,0,negative,0.717864453792572,41.5136392,-7.9878132,True
14,2017-06-01,2017,6,1,15,novo incendio em santarem alcanena minde httpstcom6bxcjogdu fogospt,0,negative,0.7208832502365112,39.4806183,-8.68234988089188,True
15,2017-06-01,2017,6,1,13,novo incendio em portalegre gaviao belver httpstcoe76w9heoog fogospt,0,negative,0.7253302931785583,39.44956775,-7.913052599788992,True
16,2017-06-01,2017,6,1,13,novo incendio em lisboa sintra casal de cambra httpstcoyf4q2ewp0r fogospt,0,negative,0.8276076316833496,38.8005207,-9.2307698,True
17,2017-06-01,2017,6,1,13,novo incendio em portalegre monforte vaiamonte httpstcosrhdym2xlf fogospt,0,negative,0.7351289391517639,39.0531482,-7.4389355,True
18,2017-06-01,2017,6,1,12,novo incendio em beja odemira sao teotonio httpstcoalt9nmxwxl fogospt,0,negative,0.8874215483665466,37.5976,-8.6422,True
19,2017-06-01,2017,6,1,12,incendio em camiao corta transito perto de ferreira do alentejo httpstco4jk2ppfler httpstconkggymdu8q,0,negative,0.7355719804763794,38.0585086,-8.1138197,True
20,2017-06-01,2017,6,1,12,novo incendio em castelo branco vila velha de rodao sarnadas de rodao httpstco9ll3qjvsau fogospt,0,negative,0.768901526927948,39.7564386,-7.62389134176353,True
21,2017-06-01,2017,6,1,11,incendio em camiao corta transito em ferreira do alentejo httpstcogiqyprfsjz,0,negative,0.8011007308959961,38.0585086,-8.1138197,True
22,2017-06-01,2017,6,1,11,novo incendio em leiria ansiao santiago da guarda httpstcohbzkbuiarp fogospt,0,negative,0.7736299633979797,39.7437902,-8.8071119,True
23,2017-06-01,2017,6,1,11,novo incendio em lisboa loures santa iria de azoia sao joao da talha bobadela httpstcorenkyukckw fogospt,0,negative,0.8949835896492004,38.80670295,-9.094753249434362,True
24,2017-06-01,2017,6,1,7,novo incendio em setubal almada charneca de caparica sobreda httpstco6p9u2boynb fogospt,0,negative,0.8011881113052368,38.6285507,-9.1974387,True
25,2017-06-01,2017,6,1,0,novo incendio em leiria alcobaca pataias martinganca httpstcotlxcaw8b5x fogospt,0,negative,0.7732477188110352,39.69919745,-8.964786222111005,True
26,2017-06-03,2017,6,3,23,novo incendio em lisboa alenquer carregado cadafais httpstcou33mjhoq1p fogospt,0,negative,0.748495876789093,39.0230782,-8.9768885,True
27,2017-06-03,2017,6,3,23,novo incendio em setubal almada charneca de caparica sobreda httpstcowpjdu6rgle fogospt,0,negative,0.7861272096633911,38.6285507,-9.1974387,True
28,2017-06-03,2017,6,3,22,novo incendio em porto gondomar foz do sousa covelo httpstcosi3xsomafq fogospt,2,negative,0.8029313087463379,41.0994524,-8.4999065,True
29,2017-06-03,2017,6,3,22,novo incendio em beja aljustrel messejana httpstcozm0mux2wqn fogospt,0,negative,0.6846380829811096,37.89032505,-8.196352126164136,True
30,2017-06-03,2017,6,3,21,novo incendio em aveiro vagos sosa httpstcomzviirrayk fogospt,0,negative,0.7305933833122253,40.5442612,-8.658884,True
31,2017-06-03,2017,6,3,21,novo incendio em porto gondomar gondomar sao cosme valbom jovim httpstcoqfqodjkzfy fogospt,0,negative,0.7805194854736328,41.11258985,-8.522397410112376,True
32,2017-06-03,2017,6,3,20,novo incendio em setubal barreiro barreiro lavradio httpstcotthdjzzuz7 fogospt,0,negative,0.7511715292930603,38.6671253,-9.0542164,True
33,2017-06-03,2017,6,3,20,novo incendio em coimbra figueira da foz buarcos httpstcokxmubhunp8 fogospt,0,negative,0.7739115953445435,40.1649599,-8.8751034,True
34,2017-06-03,2017,6,3,19,novo incendio em porto lousada lustosa barrosas santo estevao httpstco20cgmrmmxa fogospt,0,negative,0.8195556998252869,41.1494512,-8.6107884,True
35,2017-06-03,2017,6,3,18,novo incendio em santarem vila nova da barquinha vila nova da barquinha httpstcoe8rown2xzd fogospt,0,negative,0.7507461905479431,39.4582764,-8.4309231,True
36,2017-06-03,2017,6,3,18,novo incendio em porto vila nova de gaia serzedo perosinho httpstcoudbusqk3d2 fogospt,0,negative,0.8098365068435669,41.05879005,-8.590010656971135,True
37,2017-06-03,2017,6,3,18,novo incendio em santarem coruche couco httpstcoyyphoy5irv fogospt,0,negative,0.7897077798843384,39.2363637,-8.6867081,True
38,2017-06-03,2017,6,3,18,novo incendio em santarem tomar sao pedro de tomar httpstcohgj9q7otrm fogospt,0,negative,0.7334856986999512,39.5800661,-8.3844991,True
39,2017-06-03,2017,6,3,18,novo incendio em leiria caldas da rainha caldas da rainha santo onofre serra do bouro httpstcoozk6kpabaq fogospt,0,negative,0.7115389108657837,39.45624495,-9.180932897705262,True
40,2017-06-03,2017,6,3,17,novo incendio em lisboa odivelas povoa de santo adriao olival basto httpstcodinhw49tzc fogospt,0,negative,0.776353120803833,38.7905853,-9.1656584,True
41,2017-06-03,2017,6,3,16,novo incendio em guarda sabugal aldeia da ribeira vilar maior badamalos httpstcoifaftl2yw4 fogospt,0,negative,0.7629362344741821,40.4851695,-6.9785583,True
42,2017-06-03,2017,6,3,16,novo incendio em aveiro aveiro eixo eirol httpstcoju43nlk8qt fogospt,0,negative,0.7809057831764221,40.6106763,-8.5362531,True
43,2017-06-03,2017,6,3,16,novo incendio em viseu tondela sao miguel do outeiro sabugosa httpstcocv9lgpwz1v fogospt,0,negative,0.8429332375526428,40.5882178,-8.027917,True
44,2017-06-03,2017,6,3,16,novo incendio em coimbra mira carapelhos httpstco5fyyptbbvg fogospt,0,negative,0.7610555291175842,40.4284618,-8.7372138,True
45,2017-06-03,2017,6,3,16,novo incendio em aveiro sao joao da madeira sao joao da madeira httpstcon0a6o7skk4 fogospt,0,negative,0.695548415184021,40.897404,-8.490683816868543,True
46,2017-06-03,2017,6,3,15,novo incendio em porto paredes rebordosa httpstcog8x1adrihd fogospt,0,negative,0.785283625125885,41.2202567,-8.4112601,True
47,2017-06-03,2017,6,3,15,novo incendio em lisboa vila franca de xira alhandra sao joao dos montes calhandriz httpstcopxs1rawutl fogospt,0,negative,0.7739830017089844,38.9250199,-9.0665105,True
48,2017-06-03,2017,6,3,15,novo incendio em aveiro aveiro requeixo nossa senhora de fatima nariz httpstco9nfdcxxjbv fogospt,0,negative,0.8043212294578552,40.640496,-8.6537841,True
49,2017-06-03,2017,6,3,15,novo incendio em evora estremoz sao lourenco de mamporcao sao bento de ana loura httpstcompavatzslu fogospt,0,negative,0.7763901948928833,38.8931656,-7.5493683,True
50,2017-06-03,2017,6,3,14,novo incendio em leiria porto de mos arrimal mendiga httpstcomrkqhynocy fogospt,0,negative,0.8298088908195496,39.495999350000005,-8.847903068306833,True
51,2017-06-03,2017,6,3,14,novo incendio em leiria ansiao santiago da guarda httpstcoow3ruihbxa fogospt,0,negative,0.7956809997558594,39.7437902,-8.8071119,True
52,2017-06-03,2017,6,3,14,novo incendio em porto santo tirso lamelas guimarei httpstcoy5kwxssnqv fogospt,0,negative,0.7629963755607605,41.2999527,-8.4792107,True
53,2017-06-03,2017,6,3,14,novo incendio em lisboa azambuja azambuja httpstcooiy4r0ts9n fogospt,0,negative,0.7896792888641357,39.0689884,-8.8684921,True
54,2017-06-03,2017,6,3,14,novo incendio em faro loule almancil httpstcosfwlp9iix6 fogospt,0,negative,0.780266523361206,37.21441225,-8.086534227529107,True
55,2017-06-03,2017,6,3,14,novo incendio em setubal montijo pegoes httpstcojolmyt5vrp fogospt,0,negative,0.7947887778282166,38.5241783,-8.8932341,True
56,2017-06-03,2017,6,3,14,novo incendio em lisboa loures bucelas httpstcodn0rnedihx fogospt,0,negative,0.8099536299705505,38.8308741,-9.1684512,True
57,2017-06-03,2017,6,3,14,novo incendio em porto paredes baltar httpstcog7c1pidn83 fogospt,0,negative,0.7555036544799805,41.1927312,-8.388552,True
58,2017-06-03,2017,6,3,14,novo incendio em leiria bombarral carvalhal httpstcoq5idrx8u6n fogospt,0,negative,0.7420091032981873,39.2668047,-9.1581431,True
59,2017-06-03,2017,6,3,13,novo incendio em braga vieira do minho canicada soengas httpstcoyu8oh8qgzt fogospt,0,negative,0.6833823323249817,41.64660155,-8.188786846195894,True
60,2017-06-03,2017,6,3,13,novo incendio em santarem cartaxo vila cha de ourique httpstco6ckkpo3rpe fogospt,0,negative,0.7701077461242676,39.1768814,-8.7647918,True
61,2017-06-03,2017,6,3,12,novo incendio em faro albufeira guia httpstcop0wqy4pkrr fogospt,0,negative,0.7297634482383728,37.14453245,-8.214562106482182,True
62,2017-06-03,2017,6,3,12,novo incendio em beja moura povoa de sao miguel httpstcovgyitfatfn fogospt,0,negative,0.7503781318664551,38.2219886,-7.3324283,True
63,2017-06-03,2017,6,3,12,novo incendio em lisboa alenquer alenquer santo estevao triana httpstcolbdqnmwy0q fogospt,0,negative,0.7647968530654907,39.056633,-9.0076057,True
64,2017-06-03,2017,6,3,12,novo incendio em coimbra coimbra sao silvestre httpstcorabtpgainr fogospt,0,negative,0.7742838263511658,41.2988999,-7.7487475,True
65,2017-06-03,2017,6,3,12,novo incendio em porto vila nova de gaia sao felix da marinha httpstcodncubanutr fogospt,0,negative,0.7804497480392456,41.1494512,-8.6107884,True
66,2017-06-03,2017,6,3,12,novo incendio em setubal palmela pinhal novo httpstcolt1kfw19wp fogospt,0,negative,0.786129355430603,38.569601,-8.9011653,True
67,2017-06-03,2017,6,3,12,novo incendio em lisboa azambuja vale do paraiso httpstcob65j2oa9c3 fogospt,0,negative,0.754401683807373,39.115459,-8.8842059,True
68,2017-06-03,2017,6,3,12,novo incendio em porto marco de canaveses tabuado httpstcov2siswxcli fogospt,0,negative,0.747917115688324,41.2815874,-8.3875928,True
69,2017-06-03,2017,6,3,12,novo incendio em viana do castelo ponte de lima associacao de freguesias do vale do neiva httpstcov5onknbgsb fogospt,0,negative,0.796309769153595,41.6435534,-8.558466372686716,True
70,2017-06-03,2017,6,3,7,novo incendio em leiria peniche atouguia da baleia httpstco9bxun7cdmg fogospt,0,negative,0.8050346970558167,39.32497275,-9.322663710413767,True
71,2017-06-03,2017,6,3,7,novo incendio em porto vila nova de gaia arcozelo httpstco3lr78llv9j fogospt,0,negative,0.7523464560508728,41.1494512,-8.6107884,True
72,2017-06-03,2017,6,3,5,novo incendio em santarem rio maior outeiro da corticada arruda dos pisoes httpstcolibhh6nej9 fogospt,0,negative,0.8006566762924194,39.3401776,-8.82758821062291,True
73,2017-06-03,2017,6,3,5,novo incendio em lisboa cascais carcavelos parede httpstcogcyvzmug21 fogospt,0,negative,0.7949479818344116,38.6932444,-9.355054025521005,True
74,2017-06-03,2017,6,3,3,novo incendio em vila real sabrosa sao martinho de antas paradela de guiaes httpstcopd2xvuxukr fogospt,0,negative,0.8685525059700012,41.22580565,-7.6382271,True
75,2017-06-03,2017,6,3,2,novo incendio em porto amarante amarante sao goncalo madalena cepelos gatao httpstcocopaq0wdew fogospt,0,negative,0.8094006180763245,41.2699316,-8.0804563,True
76,2017-06-03,2017,6,3,2,novo incendio em santarem benavente samora correia httpstcoaaevratsio fogospt,0,negative,0.7716346979141235,38.9348747,-8.8689911,True
77,2017-06-03,2017,6,3,1,novo incendio em leiria caldas da rainha alvorninha httpstcohkksbazhed fogospt,0,negative,0.7341118454933167,39.39154655,-9.03279334715808,True
78,2017-06-03,2017,6,3,0,novo incendio em lisboa sintra queluz belas httpstcoaqmg3ill3k fogospt,0,negative,0.7736861705780029,38.7759197,-9.2639449,True
79,2017-06-05,2017,6,5,23,incendio em loja de sao mamede infesta causou um ferido httpstcojp5bcx2bjv httpstcoelexvchiis,0,negative,0.8727381229400635,41.1910821,-8.6116261,True
80,2017-06-05,2017,6,5,22,novo incendio em aveiro santa maria da feira sao joao de ver httpstcoev7s3ungxd fogospt,0,negative,0.7277188301086426,40.954172,-8.5534047,True
81,2017-06-05,2017,6,5,21,incendio em loja de sao mamede infesta httpstcofg5sz67cps httpstcohfpy4n4gko,0,negative,0.7891878485679626,41.1910821,-8.6116261,True
82,2017-06-05,2017,6,5,20,novo incendio em santarem rio maior sao joao da ribeira ribeira de sao joao httpstcognshbqzn42 fogospt,0,negative,0.7115628123283386,39.2938721,-8.856523349850653,True
83,2017-06-05,2017,6,5,20,novo incendio em evora estremoz estremoz santa maria santo andre httpstcob65v4emqkz fogospt,0,negative,0.7062569260597229,38.8445197,-7.5876885,True
84,2017-06-05,2017,6,5,20,novo incendio em evora alandroal ns conceicao bras matos juromenha httpstcogbthpctvet fogospt,0,negative,0.7798067331314087,38.7020061,-7.4038313,True
85,2017-06-05,2017,6,5,19,novo incendio em leiria alcobaca pataias martinganca httpstcozxs3au4nky fogospt,3,negative,0.7796362042427063,39.69919745,-8.964786222111005,True
86,2017-06-05,2017,6,5,19,novo incendio em portalegre elvas assuncao ajuda salvador santo ildefonso httpstcoylarigjgxz fogospt,0,negative,0.7292966842651367,38.8760308,-7.1737348,True
87,2017-06-05,2017,6,5,18,novo incendio em evora reguengos de monsaraz reguengos de monsaraz httpstcobejhhw7kcw fogospt,0,negative,0.7642379999160767,38.4327702,-7.5551733,True
88,2017-06-05,2017,6,5,18,novo incendio em setubal palmela quinta do anjo httpstcorab4wdwku4 fogospt,0,negative,0.805243730545044,38.569601,-8.9011653,True
89,2017-06-05,2017,6,5,18,novo incendio em beja beja beja salvador santa maria da feira httpstco9jeplo6nmv fogospt,0,negative,0.6550179719924927,38.0439558,-7.854392350486331,True
90,2017-06-05,2017,6,5,17,novo incendio em porto pacos de ferreira seroa httpstcobl3uppdsrq fogospt,0,negative,0.7969072461128235,41.290118,-8.378194008811969,True
91,2017-06-05,2017,6,5,17,novo incendio em lisboa lourinha lourinha atalaia httpstcopsnjxf0ony fogospt,0,negative,0.8440433740615845,38.915801,-9.2425256,True
92,2017-06-05,2017,6,5,17,novo incendio em aveiro vagos sosa httpstcooljdranxgk fogospt,0,negative,0.7637609243392944,40.5538919,-8.680915,True
93,2017-06-05,2017,6,5,16,novo incendio em guarda pinhel pinzio httpstco29alpxccii fogospt,0,negative,0.7483925223350525,40.7794281,-7.103198559781845,True
94,2017-06-05,2017,6,5,16,novo incendio em lisboa oeiras barcarena httpstco0oktlsl363 fogospt,0,negative,0.7365320324897766,38.7124971,-9.271300382407272,True
95,2017-06-05,2017,6,5,16,novo incendio em castelo branco fundao capinha httpstcodciiiprelq fogospt,0,negative,0.8157088756561279,40.2008959,-7.3756137,True
96,2017-06-05,2017,6,5,16,novo incendio em leiria pombal santiago s simao de litem albergaria dos doze httpstcodaz1efugls fogospt,0,negative,0.802971363067627,39.8446856,-8.601581,True
97,2017-06-05,2017,6,5,15,novo incendio em aveiro agueda belazaima do chao castanheira do vouga agadao httpstco1ojryntbrv fogospt,0,negative,0.7667804956436157,40.5446827,-8.3216321,True
98,2017-06-05,2017,6,5,14,novo incendio em vila real valpacos agua reves crasto httpstcof2ixhskywi fogospt,0,negative,0.7486919164657593,41.5570198,-7.3491605,True
99,2017-06-05,2017,6,5,14,novo incendio em santarem tomar sao pedro de tomar httpstcooafw4tjx5h fogospt,0,negative,0.739367663860321,39.55648635,-8.345318440698037,True
100,2017-06-05,2017,6,5,14,novo incendio em viana do castelo viana do castelo geraz do lima smaria sleocadia moreira deao httpstcodcqfjro9v7 fogospt,0,negative,0.706840455532074,41.7030034,-8.6674105,True
101,2017-06-05,2017,6,5,14,novo incendio em beja mertola corte do pinto httpstcohtqmvtjwof fogospt,0,negative,0.7967137098312378,37.716701400000005,-7.476313883633406,True
102,2017-06-05,2017,6,5,14,novo incendio em vila real chaves anelhe httpstcohipp90nbtk fogospt,0,negative,0.7313157320022583,41.7101187,-7.5447025,True
103,2017-06-05,2017,6,5,14,novo incendio em lisboa sintra agualva mirasintra httpstcoctbxcxlgsj fogospt,0,negative,0.8136985301971436,38.7712545,-9.291961378935335,True
104,2017-06-05,2017,6,5,14,novo incendio em evora arraiolos arraiolos httpstcor7cxqh8cmg fogospt,0,negative,0.7563982605934143,38.7607815,-8.0110694972145,True
105,2017-06-05,2017,6,5,13,novo incendio em porto matosinhos perafita lavra santa cruz do bispo httpstcoqyrjsfyj1n fogospt,0,negative,0.7935142517089844,41.21704075,-8.675064594639554,True
106,2017-06-05,2017,6,5,13,novo incendio em leiria pombal pombal httpstcoz9vxfa9fss fogospt,0,negative,0.6661089062690735,39.7437902,-8.8071119,True
107,2017-06-05,2017,6,5,13,novo incendio em santarem macao cardigos httpstcoepffnswnqy fogospt,0,negative,0.7620667815208435,39.554608,-7.9957035,True
108,2017-06-05,2017,6,5,13,novo incendio em guarda sabugal aldeia da ribeira vilar maior badamalos httpstcomf0xjh7uuj fogospt,0,negative,0.7395403981208801,40.4851695,-6.9785583,True
109,2017-06-05,2017,6,5,12,novo incendio em coimbra miranda do corvo semide rio vide httpstcoanp01r01c2 fogospt,0,negative,0.7883470058441162,40.14506965,-8.327923479713583,True
110,2017-06-05,2017,6,5,11,novo incendio em vila real ribeira de pena cerva limoes httpstcokm6rcmi2ax fogospt,0,negative,0.7799088358879089,41.4520698,-7.8285559,True
111,2017-06-05,2017,6,5,11,novo incendio em braga fafe quinchaes httpstcoakhxua3qpg fogospt,0,negative,0.7299760580062866,41.451406,-8.1708502,True
112,2017-06-05,2017,6,5,11,novo incendio em viana do castelo vila nova de cerveira loivo httpstcogsy93khwvt fogospt,0,negative,0.7724041938781738,42.0764373,-8.4535912,True
113,2017-06-05,2017,6,5,11,novo incendio em leiria pombal almagreira httpstcolmwltndhce fogospt,0,negative,0.7828521728515625,39.7437902,-8.8071119,True
114,2017-06-05,2017,6,5,10,dois idosos feridos em incendio no centro de viana do castelo httpstcovrxdpqcje9 httpstcoj53ra3weo3,2,negative,0.82330322265625,41.8803257,-8.523255293554344,True
115,2017-06-05,2017,6,5,9,novo incendio em braga braga arentim cunha httpstcovodqmx6ojd fogospt,0,negative,0.7580921053886414,41.498127800000006,-8.51447295289708,True
116,2017-06-05,2017,6,5,8,incendio com duas frentes ativas lavrou este fim de semana alentejo litoral httpstcojklyzc7l32,0,negative,0.8824119567871094,37.963407450000005,-8.588958762176103,True
117,2017-06-05,2017,6,5,7,novo incendio em porto santo tirso areias sequeiro lama palmeira httpstcoob4abdkxue fogospt,0,negative,0.7798584699630737,41.3618035,-8.464571740460656,True
118,2017-06-05,2017,6,5,3,novo incendio em santarem entroncamento nossa senhora de fatima httpstcoxjcsgdcazy fogospt,0,negative,0.8290079832077026,39.4652196,-8.4682137,True
119,2017-06-07,2017,6,7,23,novo incendio em beja moura santo agostinho sao joao baptista santo amador httpstcobpavuypyfc fogospt,0,negative,0.7459844946861267,38.09063055,-7.420612276319435,True
120,2017-06-07,2017,6,7,23,novo incendio em aveiro oliveira do bairro bustos troviscal mamarrosa httpstcoxadj6s9r21 fogospt,0,negative,0.7870604395866394,40.50472645,-8.559422984896361,True
121,2017-06-07,2017,6,7,22,novo incendio em porto valongo campo sobrado httpstco1hu3zfgywh fogospt,0,negative,0.7933123111724854,41.2115102,-8.4652622,True
122,2017-06-07,2017,6,7,21,novo incendio em lisboa sintra queluz belas httpstcoptnncrdflh fogospt,1,negative,0.7814375758171082,38.7759197,-9.2639449,True
123,2017-06-07,2017,6,7,21,novo incendio em beja beja trigaches sao brissos httpstcobesw9p4tsb fogospt,1,negative,0.7589678168296814,38.0722349,-7.946096302228184,True
124,2017-06-07,2017,6,7,21,novo incendio em porto valongo alfena httpstcogjuodcywex fogospt,0,negative,0.7505789995193481,41.1494512,-8.6107884,True
125,2017-06-07,2017,6,7,21,novo incendio em aveiro oliveira de azemeis cesar httpstco2t9l8ljka6 fogospt,1,negative,0.7430598139762878,40.9536513,-8.4352483,True
126,2017-06-07,2017,6,7,20,novo incendio em porto vila nova de gaia avintes httpstcowvdolwtamk fogospt,0,negative,0.774081826210022,41.1494512,-8.6107884,True
127,2017-06-07,2017,6,7,20,incendio ameaca casas central eletrica em sao domingos de rana httpstcoyxcbffcaqj httpstcoobhqvqa0po,0,negative,0.7207189202308655,38.7015666,-9.3417434,True
128,2017-06-07,2017,6,7,20,novo incendio em portalegre nisa sao matias httpstcovy2ugcjk93 fogospt,0,negative,0.7337523698806763,39.5376659,-7.7212452,True
129,2017-06-07,2017,6,7,20,novo incendio em castelo branco vila velha de rodao vila velha de rodao httpstconnkpeozawy fogospt,0,negative,0.7459753751754761,39.68218585,-7.669402903957814,True
130,2017-06-07,2017,6,7,20,novo incendio em braga vila verde parada de gatim httpstcone8f0bsxyi fogospt,0,negative,0.8294302821159363,41.6235501,-8.5239676,True
131,2017-06-07,2017,6,7,20,novo incendio em beja castro verde castro verde casevel httpstco9xagu7ukhb fogospt,0,negative,0.6517890691757202,37.7577295,-8.182029,True
132,2017-06-07,2017,6,7,19,bombeiros combatem incendio em sao domingos de rana httpstcojoiqmjjb46 httpstco0w9kbb4vmh,0,neutral,0.5011736750602722,38.7015666,-9.3417434,True
133,2017-06-07,2017,6,7,19,alguem me explica esta noticia bombeiros combatem incendio em sao domingos de rana httpstcoxicxitho53,0,neutral,0.5477427840232849,38.7015666,-9.3417434,True
134,2017-06-07,2017,6,7,19,novo incendio em setubal barreiro alto do seixalinho santo andre verderena httpstcoy2sgxyui1w fogospt,0,negative,0.7933223247528076,38.6437637,-9.0550176,True
135,2017-06-07,2017,6,7,18,novo incendio em lisboa sintra agualva mirasintra httpstcoqbybarryl9 fogospt,0,negative,0.8070911169052124,38.7712545,-9.291961378935335,True
136,2017-06-07,2017,6,7,18,novo incendio em porto penafiel duas igrejas httpstco49iukao4tk fogospt,0,negative,0.7487009167671204,41.2039194,-8.292240964931633,True
137,2017-06-07,2017,6,7,18,novo incendio em faro vila do bispo sagres httpstcolpwhltclni fogospt,0,negative,0.7735669016838074,37.0162727,-7.9351771,True
138,2017-06-07,2017,6,7,18,novo incendio em santarem chamusca ulme httpstcokoieki7z4a fogospt,0,negative,0.7937366962432861,39.3560025,-8.4802892,True
139,2017-06-07,2017,6,7,18,novo incendio em lisboa cascais carcavelos parede httpstcom5qokfj6oj fogospt,1,negative,0.8088712692260742,38.6932444,-9.355054025521005,True
140,2017-06-07,2017,6,7,18,um incendio que deflagrou esta quartafeira tarde junto ao monte das fontainhas na uniao de freguesias de httpstcomzqpznu2gx,0,negative,0.8748672604560852,39.2318564,-7.9281149,True
141,2017-06-07,2017,6,7,18,novo incendio em porto trofa covelas httpstcohjhg947r1i fogospt,0,negative,0.7642215490341187,41.3363471,-8.5585061,True
142,2017-06-07,2017,6,7,17,novo incendio em setubal montijo pegoes httpstcoo0bz5tjrgl fogospt,0,negative,0.7581881284713745,38.5241783,-8.8932341,True
143,2017-06-07,2017,6,7,17,novo incendio em faro olhao moncarapacho fuseta httpstcoxtrf6fskha fogospt,0,negative,0.7166088819503784,37.0551731,-7.7461861,True
144,2017-06-07,2017,6,7,17,novo incendio em aveiro anadia moita httpstcotxs59xvcxu fogospt,0,negative,0.7540577054023743,40.4426833,-8.4359581,True
145,2017-06-07,2017,6,7,17,novo incendio em coimbra figueira da foz buarcos httpstcobg8pvrr3xl fogospt,0,negative,0.7962419390678406,40.1649599,-8.8751034,True
146,2017-06-07,2017,6,7,17,novo incendio em evora arraiolos sao gregorio santa justa httpstcok9a0iva39n fogospt,0,negative,0.7521571516990662,38.7618783,-7.84086506106874,True
147,2017-06-07,2017,6,7,17,novo incendio em viseu moimenta da beira peva segoes httpstco4zniyxhtd8 fogospt,0,negative,0.7630066871643066,40.8725994,-7.6913165,True
148,2017-06-07,2017,6,7,17,novo incendio em porto felgueiras idaes httpstcoce6dpdhk0t fogospt,0,negative,0.7904425859451294,41.3647716,-8.1989321,True
149,2017-06-07,2017,6,7,17,novo incendio em coimbra arganil vila cova de alva anseriz httpstco0phyeajzmc fogospt,0,negative,0.7186277508735657,40.2202451,-7.980700223101081,True
150,2017-06-07,2017,6,7,16,novo incendio em evora evora malagueira horta das figueiras httpstcouyq5lgm5ik fogospt,1,negative,0.7201372385025024,38.5623884,-7.9118644,True
151,2017-06-07,2017,6,7,16,novo incendio em beja serpa pias httpstcoxsujbmyvzw fogospt,1,negative,0.7288598418235779,38.0209121,-7.4746506,True
152,2017-06-07,2017,6,7,16,novo incendio em setubal setubal azeitao sao lourenco sao simao httpstcohewdni59w0 fogospt,0,negative,0.7302048206329346,38.5199592,-9.0112189,True
153,2017-06-07,2017,6,7,16,novo incendio em porto paredes cete httpstcolcbfoebylz fogospt,0,negative,0.8101314306259155,41.2123637,-8.347580212435714,True
154,2017-06-07,2017,6,7,16,novo incendio em braga braga lomar arcos httpstcourirh8dwif fogospt,0,negative,0.677199125289917,41.51954945,-8.42248658813984,True
155,2017-06-07,2017,6,7,16,novo incendio em viseu cinfaes espadanedo httpstcoum5icmmna6 fogospt,0,negative,0.7434451580047607,40.6574713,-7.9138664,True
156,2017-06-07,2017,6,7,16,novo incendio em viseu castro daire gosende httpstcoxczo5uyh3u fogospt,1,negative,0.7718397378921509,40.9014091,-7.9311761,True
157,2017-06-07,2017,6,7,16,novo incendio em guarda celorico da beira forno telheiro httpstcoyprm4ijlgk fogospt,0,negative,0.7686662673950195,40.6742383,-7.3983252,True
158,2017-06-07,2017,6,7,16,novo incendio em guarda celorico da beira baracal httpstcoivagfss4mj fogospt,0,negative,0.7984741926193237,40.6768548,-7.323062429375389,True
