sub_id;date/time;user_id;user_rating;fire_verified;smoke_verified;lat;lon;text_district;text_loc;text_keywords
58;03/06/2017 14:15;58;2;0;1;39.2668047;-9.1581431;leiria;bombarral;incendio
59;03/06/2017 13:02;59;9;0;0;41.64660155;-8.188786846195894;braga;;incendio
60;03/06/2017 13:54;4;0;0;1;39.1768814;-8.7647918;santarem;cartaxo ourique;incendio-fogo
61;03/06/2017 12:57;61;2;0;0;37.14453245;-8.214562106482182;faro;albufeira;incendio-fertilizante
62;03/06/2017 12:19;62;8;0;1;38.2219886;-7.3324283;beja;moura;incendio
63;03/06/2017 12:34;63;16;0;0;39.056633;-9.0076057;lisboa;alenquer;incendio-urbanização
64;03/06/2017 12:41;64;6;0;0;41.2988999;-7.7487475;coimbra;;incendio
65;03/06/2017 12:41;65;10;0;1;41.1494512;-8.6107884;porto;;incendio
66;03/06/2017 12:17;66;8;0;0;38.569601;-8.9011653;setubal;palmela;incendio
67;03/06/2017 12:57;67;5;0;0;39.115459;-8.8842059;lisboa;azambuja;incendio-quimico
68;03/06/2017 12:19;68;8;0;1;41.2815874;-8.3875928;porto;;incendio
69;03/06/2017 12:54;69;13;0;0;41.6435534;-8.558466372686716;;;incendio
70;03/06/2017 07:50;70;11;0;1;39.32497275;-9.322663710413767;leiria;peniche;incendio
71;03/06/2017 07:09;71;7;0;0;41.1494512;-8.6107884;porto;;incendio-rescaldo
72;03/06/2017 05:02;62;8;0;1;39.3401776;-8.82758821062291;santarem;;incendio
73;03/06/2017 05:49;73;11;0;0;38.6932444;-9.355054025521005;lisboa;cascais;incendio
74;03/06/2017 03:56;74;18;0;0;41.22580565;-7.6382271;;sabrosa;incendio
75;03/06/2017 02:18;75;6;0;1;41.2699316;-8.0804563;porto;amarante madalena;incendio
76;03/06/2017 02:51;76;18;0;1;38.9348747;-8.8689911;santarem;benavente;incendio
77;03/06/2017 01:26;69;13;0;0;39.39154655;-9.03279334715808;leiria;;incendio
78;03/06/2017 00:55;78;19;0;1;38.7759197;-9.2639449;lisboa;sintra;incendio-rescaldo
79;05/06/2017 23:51;79;16;0;0;41.1910821;-8.6116261;;;incendio
80;05/06/2017 22:02;80;6;0;0;40.954172;-8.5534047;aveiro;;incendio
81;05/06/2017 21:40;81;4;0;1;41.1910821;-8.6116261;;;incendio
82;05/06/2017 20:37;31;8;0;1;39.2938721;-8.856523349850653;santarem;;incendio-rescaldo
83;05/06/2017 20:45;83;5;0;0;38.8445197;-7.5876885;evora;estremoz;incendio
84;05/06/2017 20:17;84;4;0;0;38.7020061;-7.4038313;evora;alandroal;incendio
85;05/06/2017 19:51;68;8;0;1;39.69919745;-8.964786222111005;leiria;alcobaca;incendio
86;05/06/2017 19:50;86;4;0;1;38.8760308;-7.1737348;portalegre;elvas;incendio
87;05/06/2017 18:47;87;19;0;1;38.4327702;-7.5551733;evora;;incendio
88;05/06/2017 18:24;88;20;0;0;38.569601;-8.9011653;setubal;palmela;incendio
89;05/06/2017 18:23;89;0;0;0;38.0439558;-7.854392350486331;beja;;incendio
90;05/06/2017 17:43;90;1;0;1;41.290118;-8.378194008811969;porto;;incendio
91;05/06/2017 17:49;84;4;0;1;38.915801;-9.2425256;lisboa;lourinha;incendio
92;05/06/2017 17:06;92;0;0;0;40.5538919;-8.680915;aveiro;vagos;incendio-populacao
93;05/06/2017 16:53;93;10;0;0;40.7794281;-7.103198559781845;guarda;pinhel;incendio-petroleo
94;05/06/2017 16:03;94;2;0;0;38.7124971;-9.271300382407272;lisboa;oeiras;incendio
95;05/06/2017 16:37;95;9;0;1;40.2008959;-7.3756137;;fundao;incendio
96;05/06/2017 16:19;96;3;0;0;39.8446856;-8.601581;leiria;pombal;incendio-combustivel
97;05/06/2017 15:15;97;15;0;0;40.5446827;-8.3216321;aveiro;agueda;incendio-urbana
98;05/06/2017 14:02;98;16;0;1;41.5570198;-7.3491605;;valpacos;incendio
99;05/06/2017 14:14;16;5;0;1;39.55648635;-8.345318440698037;santarem;tomar;incendio
100;05/06/2017 14:47;100;14;0;0;41.7030034;-8.6674105;;;incendio
101;05/06/2017 14:32;101;12;0;0;37.716701400000005;-7.476313883633406;beja;mertola;incendio
102;05/06/2017 14:01;102;12;0;0;41.7101187;-7.5447025;;chaves;incendio
103;05/06/2017 14:14;87;19;0;0;38.7712545;-9.291961378935335;lisboa;sintra;incendio
104;05/06/2017 14:22;104;0;0;1;38.7607815;-8.0110694972145;evora;arraiolos;incendio
105;05/06/2017 13:48;105;3;0;0;41.21704075;-8.675064594639554;porto;matosinhos;incendio-fogo
106;05/06/2017 13:00;106;7;0;0;39.7437902;-8.8071119;leiria;pombal;incendio
107;05/06/2017 13:41;107;2;0;1;39.554608;-7.9957035;santarem;macao;incendio-populacao
108;05/06/2017 13:58;108;14;0;1;40.4851695;-6.9785583;guarda;sabugal;incendio
109;05/06/2017 12:48;109;13;0;1;40.14506965;-8.327923479713583;coimbra;corvo;incendio
110;05/06/2017 11:28;110;5;0;0;41.4520698;-7.8285559;;;incendio
111;05/06/2017 11:42;111;11;0;1;41.451406;-8.1708502;braga;fafe;incendio
112;05/06/2017 11:42;112;19;0;0;42.0764373;-8.4535912;;;incendio
113;05/06/2017 11:47;113;0;0;1;39.7437902;-8.8071119;leiria;pombal;incendio
114;05/06/2017 10:33;114;16;0;0;41.8803257;-8.523255293554344;;;incendio-gasolina
115;05/06/2017 09:22;115;17;0;0;41.498127800000006;-8.51447295289708;braga;;incendio
116;05/06/2017 08:04;116;1;0;1;37.963407450000005;-8.588958762176103;;;incendio-gasolina
117;05/06/2017 07:02;117;16;0;1;41.3618035;-8.464571740460656;porto;;incendio
118;05/06/2017 03:26;118;18;0;1;39.4652196;-8.4682137;santarem;entroncamento;incendio
119;07/06/2017 23:03;119;0;0;1;38.09063055;-7.420612276319435;beja;moura;incendio
120;07/06/2017 23:00;118;18;0;0;40.50472645;-8.559422984896361;aveiro;;incendio-rescaldo
121;07/06/2017 22:02;84;4;0;0;41.2115102;-8.4652622;porto;valongo;incendio-hospital
122;07/06/2017 21:00;122;4;0;1;38.7759197;-9.2639449;lisboa;sintra;incendio
123;07/06/2017 21:36;123;17;0;1;38.0722349;-7.946096302228184;beja;;incendio-fertilizante
124;07/06/2017 21:09;124;1;0;0;41.1494512;-8.6107884;porto;valongo;incendio
125;07/06/2017 21:00;125;5;0;1;40.9536513;-8.4352483;aveiro;;incendio
126;07/06/2017 20:37;126;10;0;1;41.1494512;-8.6107884;porto;;incendio
127;07/06/2017 20:09;124;1;0;0;38.7015666;-9.3417434;;;incendio
128;07/06/2017 20:06;128;2;0;0;39.5376659;-7.7212452;portalegre;nisa;incendio-queimada
129;07/06/2017 20:21;129;16;0;0;39.68218585;-7.669402903957814;;;incendio
130;07/06/2017 20:38;130;1;0;0;41.6235501;-8.5239676;braga;;incendio-ignicao
131;07/06/2017 20:45;131;5;0;0;37.7577295;-8.182029;beja;;incendio
132;07/06/2017 19:49;132;12;0;1;38.7015666;-9.3417434;;;incendio
133;07/06/2017 19:08;133;1;0;1;38.7015666;-9.3417434;;;incendio
134;07/06/2017 19:50;134;3;0;1;38.6437637;-9.0550176;setubal;barreiro;incendio
135;07/06/2017 18:20;111;11;0;0;38.7712545;-9.291961378935335;lisboa;sintra;incendio
136;07/06/2017 18:15;136;11;0;0;41.2039194;-8.292240964931633;porto;penafiel;incendio
137;07/06/2017 18:57;75;6;0;1;37.0162727;-7.9351771;faro;;incendio
138;07/06/2017 18:34;138;14;0;1;39.3560025;-8.4802892;santarem;chamusca;incendio
139;07/06/2017 18:48;139;17;0;0;38.6932444;-9.355054025521005;lisboa;cascais;incendio-urbanização
140;07/06/2017 18:33;140;3;0;0;39.2318564;-7.9281149;;;incendio
141;07/06/2017 18:33;141;14;0;1;41.3363471;-8.5585061;porto;trofa;incendio
142;07/06/2017 17:18;142;1;0;1;38.5241783;-8.8932341;setubal;montijo;incendio
143;07/06/2017 17:36;57;18;0;0;37.0551731;-7.7461861;faro;olhao;incendio-propagacao
144;07/06/2017 17:56;144;13;0;0;40.4426833;-8.4359581;aveiro;anadia moita;incendio
145;07/06/2017 17:34;145;19;0;0;40.1649599;-8.8751034;coimbra;;incendio
146;07/06/2017 17:52;146;13;0;0;38.7618783;-7.84086506106874;evora;arraiolos;incendio
147;07/06/2017 17:26;147;3;0;1;40.8725994;-7.6913165;viseu;;incendio
148;07/06/2017 17:29;148;6;0;1;41.3647716;-8.1989321;porto;felgueiras;incendio
149;07/06/2017 17:30;149;19;0;1;40.2202451;-7.980700223101081;coimbra;arganil;incendio-combustivel
150;07/06/2017 16:39;150;9;0;0;38.5623884;-7.9118644;evora;horta;incendio
151;07/06/2017 16:20;102;12;0;0;38.0209121;-7.4746506;beja;serpa;incendio-incêndio
152;07/06/2017 16:56;152;5;0;0;38.5199592;-9.0112189;setubal;;incendio
153;07/06/2017 16:59;153;3;0;1;41.2123637;-8.347580212435714;porto;paredes;incendio
154;07/06/2017 16:34;154;3;0;0;41.51954945;-8.42248658813984;braga;;incendio-fogo
155;07/06/2017 16:56;155;10;0;0;40.6574713;-7.9138664;viseu;cinfaes;incendio
156;07/06/2017 16:39;156;20;0;0;40.9014091;-7.9311761;viseu;;incendio
157;07/06/2017 16:38;157;7;0;0;40.6742383;-7.3983252;guarda;;incendio
158;07/06/2017 16:23;158;5;0;1;40.6768548;-7.323062429375389;guarda;;incendio
159;07/06/2017 15:52;159;17;0;1;39.2837447;-9.2101967;lisboa;lourinha;incendio
160;07/06/2017 15:00;160;20;0;1;41.772505;-6.8153638;;braganca;incendio-incêndio
161;07/06/2017 14:13;89;0;0;1;41.290118;-8.378194008811969;porto;;incendio
162;07/06/2017 14:49;162;1;0;0;40.6574713;-7.9138664;viseu;;incendio
163;07/06/2017 14:13;89;0;0;1;40.6574713;-7.9138664;viseu;nelas;incendio
164;07/06/2017 14:07;164;18;0;0;41.1494512;-8.6107884;porto;felgueiras;incendio
165;07/06/2017 14:59;165;8;0;0;40.6574713;-7.9138664;viseu;resende;incendio-quimico
166;07/06/2017 13:19;166;13;0;1;38.80670295;-9.094753249434362;lisboa;loures;incendio
167;07/06/2017 13:42;167;5;0;0;39.2542019;-9.172156;leiria;bombarral;incendio
168;07/06/2017 13:16;168;13;0;0;38.74153725;-7.705944763478542;evora;estremoz;incendio
169;07/06/2017 13:52;169;7;0;1;38.1173878;-8.283465156343713;beja;;incendio
170;07/06/2017 13:00;129;16;0;0;41.1330613;-8.5117135;porto;gondomar;incendio
171;07/06/2017 12:00;171;13;0;0;41.2202567;-8.4112601;porto;paredes;incendio
172;07/06/2017 12:21;115;17;0;0;38.8605695;-9.3325261;lisboa;sintra;incendio
173;07/06/2017 12:07;107;2;0;0;41.0994524;-8.4999065;porto;gondomar;incendio
174;07/06/2017 11:07;174;20;0;1;41.2129235;-8.628658;;;incendio
175;07/06/2017 11:13;175;11;0;1;38.92717825;-9.290579512449357;lisboa;mafra;incendio
176;07/06/2017 10:56;162;1;0;1;39.6094668;-8.3324653;santarem;tomar;incendio
177;07/06/2017 09:42;177;16;0;1;39.15626395;-9.06018891782175;lisboa;alenquer;incendio
178;07/06/2017 09:16;150;9;0;1;39.6119456;-8.572450810665831;santarem;ourem;incendio-queimada
179;07/06/2017 09:54;179;8;0;1;39.8593297;-7.371979179331566;;;incendio
180;07/06/2017 08:20;124;1;0;0;41.1768477;-6.7905417;;braganca;incendio
181;07/06/2017 06:35;49;14;0;1;40.640496;-8.6537841;aveiro;;incendio
182;09/06/2017 22:22;62;8;0;1;41.1494512;-8.6107884;porto;;incendio
183;09/06/2017 22:54;183;15;0;1;40.97342205;-8.45598187256273;aveiro;;incendio
184;09/06/2017 21:27;184;19;0;0;41.1494512;-8.6107884;porto;;incendio
185;09/06/2017 21:42;185;16;0;0;41.1494512;-8.6107884;porto;;incendio
186;09/06/2017 20:02;186;18;0;1;39.056633;-9.0076057;lisboa;alenquer;incendio
187;09/06/2017 20:39;187;7;0;0;37.1267106;-7.7150578;faro;tavira;incendio
188;09/06/2017 19:27;154;3;0;1;41.53898275;-8.604028422171602;braga;;incendio
189;09/06/2017 19:09;189;19;0;1;39.2363637;-8.6867081;santarem;;incendio
190;09/06/2017 18:33;190;1;0;0;38.0624081;-8.1198402;beja;;incendio
191;09/06/2017 17:58;191;5;0;0;37.1117351;-7.6617408;faro;;incendio
192;09/06/2017 17:15;192;12;0;0;38.4327702;-7.5551733;evora;;incendio
193;09/06/2017 17:42;193;16;0;1;39.2295442;-7.9450787;portalegre;;incendio
194;09/06/2017 17:32;194;9;0;0;40.897404;-8.490683816868543;aveiro;;incendio
195;09/06/2017 17:49;195;11;0;0;40.2202451;-7.980700223101081;coimbra;arganil;incendio
196;09/06/2017 16:07;196;14;0;1;37.0903678;-8.2455958;faro;albufeira;incendio-urbana
197;09/06/2017 16:47;197;19;0;1;41.0994524;-8.4999065;porto;gondomar;incendio
198;09/06/2017 16:22;26;11;0;1;40.75077;-8.6129271;aveiro;estarreja;incendio
199;09/06/2017 16:51;199;5;0;1;41.1494512;-8.6107884;porto;;incendio
200;09/06/2017 16:04;200;18;0;1;38.8308741;-9.1684512;lisboa;loures;incendio-urbanização
201;09/06/2017 15:11;201;5;0;1;40.7794281;-7.103198559781845;guarda;pinhel;incendio
202;09/06/2017 13:14;202;0;0;0;38.815391000000005;-9.133030263713584;lisboa;loures;incendio
203;09/06/2017 13:08;203;10;0;1;41.5654887;-8.010196481857573;braga;;incendio-hospital
204;09/06/2017 12:23;204;2;0;1;37.0162727;-7.9351771;faro;;incendio
205;11/06/2017 21:03;205;19;0;0;39.7437902;-8.8071119;leiria;alcobaca;incendio-fumo
206;11/06/2017 20:05;206;20;0;0;41.7634894;-8.6557934;;;incendio
207;11/06/2017 20:43;207;8;0;1;39.8068537;-7.6985628;;;incendio
208;11/06/2017 20:25;208;5;0;0;41.2787439;-7.8720721;;amarante;incendio
209;11/06/2017 19:48;209;20;0;1;39.9501546;-8.7516678;leiria;pombal;incendio
210;11/06/2017 18:55;210;0;0;0;38.66186915;-9.226016510778402;setubal;almada;incendio
211;11/06/2017 18:30;211;16;0;0;38.57159285;-7.912276431035509;evora;;incendio-petroleo
212;11/06/2017 18:19;212;16;0;1;42.0273051;-8.6404204;;valenca;incendio
213;11/06/2017 18:56;213;9;0;1;41.6488247;-8.4362569;braga;;incendio-quimico
214;11/06/2017 17:20;214;16;0;1;41.1494512;-8.6107884;porto;;incendio
215;11/06/2017 17:38;215;9;0;1;41.1330613;-8.5117135;porto;gondomar;incendio
216;11/06/2017 17:08;216;7;0;1;40.92770175;-8.583278879793117;aveiro;;incendio-hospital
217;11/06/2017 17:47;217;17;0;1;39.6934308;-8.2905545;santarem;;incendio-urbanização
218;11/06/2017 16:10;218;14;0;1;40.640496;-8.6537841;aveiro;;incendio
219;11/06/2017 16:44;219;3;0;0;38.74153725;-7.705944763478542;evora;estremoz;incendio
220;11/06/2017 16:20;220;11;0;1;39.1519962;-9.2979195;lisboa;;incendio
221;11/06/2017 16:44;221;11;0;0;41.5314496;-8.6192306;braga;barcelos;incendio
222;11/06/2017 15:54;222;20;0;0;38.7759197;-9.2639449;lisboa;sintra;incendio
223;11/06/2017 15:36;223;15;0;1;40.51344025;-8.502342333907052;aveiro;;incendio
224;11/06/2017 15:56;224;2;0;1;38.70957065;-9.390136815849148;lisboa;cascais;incendio
225;11/06/2017 15:02;225;1;0;1;38.7077507;-9.1365919;lisboa;alenquer;incendio-rescaldo
226;11/06/2017 15:58;226;1;0;1;38.6671253;-9.0542164;setubal;barreiro;incendio
227;11/06/2017 15:19;227;19;0;0;38.863621;-8.7456467;santarem;benavente;incendio
228;11/06/2017 14:16;228;13;0;0;41.1561207;-8.5977289;porto;;incendio-urbanização
229;11/06/2017 14:06;229;5;0;0;41.0749752;-7.950630855848868;viseu;resende;incendio-propagacao
230;11/06/2017 14:19;186;18;0;0;41.3304687;-8.5895251;porto;trofa;incendio-fumo
231;11/06/2017 14:02;231;10;0;1;39.0065191;-9.1445387;lisboa;;incendio
232;11/06/2017 13:50;232;10;0;1;41.0994524;-8.4999065;porto;gondomar;incendio
233;11/06/2017 13:19;233;3;0;1;41.4894403;-8.580559554847241;braga;barcelos;incendio
234;11/06/2017 13:13;234;8;0;0;38.2071102;-7.2263606;beja;moura;incendio
235;11/06/2017 13:50;235;2;0;0;41.7030034;-8.6674105;;;incendio-rescaldo
236;11/06/2017 13:23;236;20;0;0;40.4088855;-7.4894347;guarda;manteigas;incendio
237;11/06/2017 09:06;237;12;0;1;39.2599352;-8.5845144;santarem;alpiarca;incendio
238;11/06/2017 08:29;238;6;0;0;41.3611429;-8.49831545735614;porto;;incendio-fertilizante
239;11/06/2017 01:34;239;16;0;1;41.1604125;-8.3114028;porto;penafiel;incendio
240;11/06/2017 00:03;213;9;0;1;38.83554455;-9.352237113314317;;sintra;incendio
241;11/06/2017 00:19;241;15;0;1;40.3628191;-7.918800519043628;coimbra;tabua;incendio
242;13/06/2017 22:03;242;18;0;0;41.2115102;-8.4652622;porto;valongo;incendio
243;13/06/2017 22:11;113;0;0;0;40.6574713;-7.9138664;viseu;cinfaes;incendio
244;13/06/2017 21:43;244;0;0;1;41.2039194;-8.292240964931633;porto;penafiel;incendio
245;13/06/2017 20:26;245;8;0;1;41.1460547;-7.980632;porto;;incendio
246;13/06/2017 20:14;246;15;0;0;37.5976;-8.6422;beja;odemira;incendio
247;13/06/2017 19:17;247;3;0;0;38.5793912;-7.8846561;evora;;incendio-fogo
248;13/06/2017 19:20;155;10;0;0;38.83554455;-9.352237113314317;lisboa;sintra;incendio
249;13/06/2017 19:12;249;6;0;1;41.1879396;-6.7528983;;braganca;incendio
250;13/06/2017 18:13;250;8;0;0;41.1494512;-8.6107884;porto;;incendio
251;13/06/2017 18:34;251;16;0;0;41.1768477;-6.7905417;;braganca;incendio
252;13/06/2017 18:49;252;2;0;0;39.1186854;-9.206419957807976;lisboa;redondo;incendio
253;13/06/2017 18:48;203;10;0;0;41.47803215;-7.180141898960005;;braganca mirandela;incendio
254;13/06/2017 17:29;254;18;0;0;39.6934308;-8.2905545;santarem;;incendio
255;13/06/2017 17:29;116;1;0;0;41.6569645;-8.3247847;;monchique;incendio
256;13/06/2017 17:32;256;0;0;0;41.2934852;-7.7669235;;;incendio
257;13/06/2017 17:18;70;11;0;1;39.3560025;-8.4802892;santarem;chamusca;incendio
258;13/06/2017 17:32;258;11;0;1;42.0764373;-8.4535912;;;incendio
259;13/06/2017 16:55;259;17;0;1;38.7712545;-9.291961378935335;lisboa;sintra;incendio
260;13/06/2017 16:25;196;14;0;0;41.0982569;-7.4592195;viseu;;incendio
261;13/06/2017 16:31;261;7;0;0;40.1649599;-8.8751034;coimbra;;incendio
262;13/06/2017 16:42;262;16;0;0;38.02396615;-8.036965954080486;beja;;incendio
263;13/06/2017 16:46;263;17;0;0;41.0994524;-8.4999065;porto;gondomar;incendio
264;13/06/2017 16:14;264;4;0;0;39.358541;-9.062497989670522;leiria;;incendio
265;13/06/2017 16:53;109;13;0;0;38.4243996;-7.5347109;evora;;incendio
266;13/06/2017 15:53;266;5;0;1;38.70957065;-9.390136815849148;lisboa;cascais;incendio
267;13/06/2017 15:17;267;7;0;1;39.056633;-9.0076057;lisboa;alenquer;incendio
268;13/06/2017 14:06;17;6;0;1;39.68218585;-7.669402903957814;;;incendio
269;13/06/2017 13:42;269;3;0;1;39.8014354;-8.58371;;pombal;incendio
270;13/06/2017 13:31;270;10;0;1;41.11258985;-8.522397410112376;porto;gondomar;incendio
271;13/06/2017 13:01;271;5;0;1;41.010273;-8.487896654288974;aveiro;;incendio
272;13/06/2017 13:55;272;16;0;1;39.6277558;-7.751657568037537;;;incendio
273;13/06/2017 13:53;273;10;0;1;41.0818397;-7.1424138;guarda;;incendio-petroleo
274;13/06/2017 13:25;274;17;0;1;39.1221175;-8.9080299;lisboa;azambuja;incendio
275;13/06/2017 13:55;275;3;0;0;40.640496;-8.6537841;aveiro;;incendio
276;13/06/2017 13:15;276;11;0;1;41.3302367;-8.5724918;porto;trofa;incendio
277;13/06/2017 12:36;277;20;0;1;41.42591455;-7.465569503607106;;murca;incendio
278;13/06/2017 12:01;278;11;0;1;41.24694415;-7.3033782535900595;;braganca;incendio
279;13/06/2017 11:57;279;19;0;1;40.75077;-8.6129271;aveiro;estarreja;incendio
280;13/06/2017 11:47;280;14;0;1;41.1830197;-7.062466693362778;;braganca;incendio-gas
281;13/06/2017 11:13;281;2;0;0;40.897404;-8.490683816868543;aveiro;;incendio
282;13/06/2017 11:40;282;16;0;1;38.5753506;-7.91001669343302;evora;;incendio
283;13/06/2017 11:49;283;0;0;0;41.16596495;-7.496456362848695;viseu;;incendio
284;13/06/2017 10:38;284;2;0;1;38.8445197;-7.5876885;evora;estremoz;incendio
285;13/06/2017 10:48;285;2;0;1;40.6128387;-8.544200250018957;aveiro;;incendio
286;13/06/2017 10:26;33;7;0;1;40.8884005;-8.4531338;aveiro;;incendio
287;13/06/2017 00:31;287;1;0;1;37.3179725;-8.5558655;faro;monchique;incendio
288;15/06/2017 23:44;278;11;0;1;41.6670938;-8.610355915206945;;;incendio
289;15/06/2017 23:50;100;14;0;1;41.1330613;-8.5117135;porto;gondomar;incendio-urbana
290;15/06/2017 22:59;290;1;0;1;39.0279745;-8.7908058;santarem;;incendio
291;15/06/2017 22:22;291;14;0;0;38.83554455;-9.352237113314317;lisboa;sintra;incendio
292;15/06/2017 22:18;292;19;0;1;37.642043;-7.6606447;beja;mertola;incendio
293;15/06/2017 21:51;293;19;0;0;38.83977325;-9.319917216660787;lisboa;sintra;incendio
294;15/06/2017 21:40;294;3;0;1;39.8816345;-7.5719141;;;incendio
295;15/06/2017 21:10;295;6;0;1;40.877342;-8.4715907;aveiro;;incendio
296;15/06/2017 21:05;296;1;0;1;41.2410905;-7.6548795;;;incendio
297;15/06/2017 20:54;297;13;0;0;37.0162727;-7.9351771;faro;loule;incendio
298;15/06/2017 20:41;298;4;0;0;41.6235501;-8.5239676;braga;;incendio
299;15/06/2017 20:39;251;16;0;1;40.640496;-8.6537841;aveiro;estarreja;incendio-incêndio
300;15/06/2017 20:11;300;13;0;1;41.1494512;-8.6107884;porto;amarante;incendio
